signal,auc
s_emb,0.876482062780269
s_ent_slot,0.6202401024983983
s_ent_oracle,0.6407396540679051
s_ent_raw,0.6010434336963484
s_ent_answer,0.6253928251121076
s_str_chunk_raw,0.6049342088404869
s_str_chunk_white,0.6203005124919924
s_str_sent_raw,0.5919718129404228
s_str_sent_white,0.5951624599615631
